,user_id,hour,os,order_class,surge,app_opened,price_seen,order_made,ride_completed,user_cancelled,city_center_order,distance,age,rfm
29,634314,13,iOS,economy,no surge,1,1,1,1,0,1,2.994870530076037,18,high
30,758449,15,iOS,economy,no surge,1,1,1,1,0,0,2.683325517552865,22,high
31,311367,20,Android,comfort,surge,1,1,1,1,0,1,5.894584308239413,22,high
32,201800,4,Android,economy,no surge,1,1,1,1,0,1,3.531416641150409,18,high
33,963064,2,iOS,economy,no surge,1,1,1,1,0,1,4.0751891196547865,37,high
34,432398,1,iOS,economy,no surge,1,1,1,1,0,0,3.9158950313179903,20,low
35,361795,7,Android,economy,surge,1,1,0,0,0,1,1.7081760179028846,24,high
36,580861,23,Android,comfort,no surge,1,1,1,1,0,0,2.0264102162501003,19,low
37,109198,7,iOS,comfort,surge,1,1,1,1,0,0,8.792505542531625,22,low
38,813130,19,iOS,economy,surge,1,1,1,1,0,1,6.657344250411508,20,high
39,718200,12,Android,economy,,1,0,0,0,0,0,,18,high
40,449906,9,iOS,business,no surge,1,1,1,1,0,1,12.089361551039135,22,high
41,686644,5,Android,comfort,no surge,1,1,1,1,0,1,14.281322408522744,20,low
42,978864,14,iOS,comfort,surge,1,1,1,1,0,0,2.1448428284094225,41,high
43,985001,10,iOS,comfort,no surge,1,1,1,1,0,1,6.236270394709544,21,high
44,766079,23,Android,economy,,1,0,0,0,0,0,,20,high
45,683124,11,iOS,business,surge,1,1,1,1,0,1,15.155293647297585,20,high
46,593580,23,Android,comfort,no surge,1,1,1,1,0,0,22.262459792322304,20,low
47,308672,22,iOS,economy,surge,1,1,0,0,0,0,4.749440499745846,21,high
48,732720,14,Android,economy,no surge,1,1,1,0,1,0,6.11057050763005,19,low
49,746311,20,iOS,comfort,surge,1,1,1,1,0,0,4.426600522087309,29,low
50,769300,12,Android,comfort,surge,1,1,0,0,0,0,1.0148976107899232,25,high
51,777838,0,iOS,comfort,surge,1,1,1,1,0,0,2.121094959527736,21,high
52,655185,21,Android,business,surge,1,1,0,0,0,1,14.22028802362927,30,low
53,875884,15,Android,comfort,surge,1,1,1,1,0,0,6.519803763818327,33,high
54,702053,7,Android,economy,surge,1,1,1,1,0,1,2.7761807052480942,24,high
55,550502,2,iOS,comfort,surge,1,1,0,0,0,0,8.205194550641528,19,low
56,982338,0,Android,comfort,surge,1,1,1,1,0,1,3.085287872589916,19,high
57,376141,9,Android,economy,surge,1,1,1,0,1,1,2.6409527698480533,32,low
58,242877,22,Android,comfort,no surge,1,1,1,1,0,1,2.5856048776346423,27,high
59,755425,20,Android,economy,surge,1,1,1,1,0,1,0.6529332104426034,19,low
60,998861,17,Android,economy,no surge,1,1,1,1,0,0,4.2692864771985235,41,low
61,372784,9,Android,economy,surge,1,1,1,1,0,1,4.054793656437204,20,high
62,960537,13,iOS,economy,no surge,1,1,1,1,0,1,2.8822417294355813,32,high
63,804216,8,Android,economy,no surge,1,1,1,1,0,0,5.0385255599382575,27,low
64,353188,0,Android,comfort,no surge,1,1,1,1,0,1,14.38208838499493,26,low
65,178506,12,Android,comfort,no surge,1,1,1,1,0,1,6.037235968796655,38,high
66,589561,14,iOS,economy,no surge,1,1,1,1,0,1,0.7444854077553796,25,high
67,982174,18,iOS,economy,no surge,1,1,1,1,0,1,3.5199829308366355,22,low
68,512575,20,iOS,economy,surge,1,1,0,0,0,1,1.4263857051339417,26,high
69,409627,23,iOS,business,no surge,1,1,1,1,0,0,11.955304743219587,31,high
70,584608,17,iOS,economy,no surge,1,1,1,1,0,1,2.919653125130337,18,high
71,161626,16,iOS,comfort,no surge,1,1,1,1,0,1,8.215899098716559,20,low
72,254909,10,iOS,economy,no surge,1,1,1,1,0,0,2.6172659451459475,20,high
73,144223,7,iOS,business,,1,0,0,0,0,0,,25,high
74,560222,17,Android,comfort,no surge,1,1,1,1,0,0,4.350088908439647,25,high
75,466841,19,iOS,economy,surge,1,1,0,0,0,1,2.8620439655423664,32,low
76,413127,2,Android,economy,no surge,1,1,1,1,0,0,2.787313224707737,19,high
77,730058,10,iOS,economy,no surge,1,1,1,1,0,1,1.3322676392583666,30,low
78,701140,9,iOS,comfort,no surge,1,1,1,1,0,0,0.8535991749733813,43,low
79,317225,5,Android,comfort,surge,1,1,1,0,1,1,5.642499073918841,24,high
80,331398,16,Android,economy,no surge,1,1,1,1,0,0,3.9024820611372912,19,high
81,534016,14,Android,business,no surge,1,1,1,1,0,1,18.67893442099598,28,low
82,910404,21,iOS,economy,surge,1,1,0,0,0,1,3.9193830042555455,18,high
83,683862,8,Android,economy,no surge,1,1,0,0,0,0,0.6842897341800044,58,low
84,738200,9,Android,comfort,surge,1,1,1,1,0,1,0.5047298311949121,23,low
85,884684,16,iOS,business,no surge,1,1,1,1,0,0,4.22884666677017,27,low
86,158141,20,Android,comfort,no surge,1,1,0,0,0,0,4.377795776997818,27,high
87,892512,6,iOS,economy,no surge,1,1,1,1,0,0,2.6625288775269103,22,low
88,945470,12,iOS,economy,no surge,1,1,1,1,0,1,0.8039712091683904,35,high
89,918264,13,iOS,economy,no surge,1,1,1,1,0,1,1.5302878172123722,19,low
90,706383,8,iOS,economy,surge,1,1,1,1,0,0,4.0223378470388615,37,low
91,315210,19,Android,comfort,surge,1,1,1,1,0,0,5.218351468627482,18,high
92,107617,15,Android,comfort,no surge,1,1,1,1,0,1,5.182059300275345,18,low
93,310744,18,iOS,economy,no surge,1,1,1,0,1,1,3.768225568570603,41,low
94,644154,14,iOS,economy,surge,1,1,1,0,1,1,7.353233211119202,23,high
95,384573,8,iOS,comfort,surge,1,1,1,1,0,0,2.3676831191932988,49,medium
96,975653,15,Android,comfort,no surge,1,1,1,1,0,1,5.372041011913224,28,low
97,670169,1,iOS,economy,no surge,1,1,1,0,1,1,3.244232772754445,24,low
98,262763,11,Android,economy,no surge,1,1,1,1,0,1,5.186361113762532,56,low
99,141781,8,iOS,economy,no surge,1,1,0,0,0,1,5.920249433813202,25,low
100,880482,2,Android,comfort,no surge,1,1,1,1,0,0,5.69929517154474,22,low
101,297035,18,Android,economy,surge,1,1,1,1,0,0,1.87766114954768,26,medium
102,470116,13,Android,economy,no surge,1,1,0,0,0,1,7.064516150595662,32,high
103,500739,6,iOS,economy,no surge,1,1,0,0,0,1,7.691123439646693,32,low
104,438608,7,Android,business,no surge,1,1,1,0,1,1,4.522409150833625,34,low
105,741036,14,Android,comfort,no surge,1,1,0,0,0,0,1.608757268656702,20,high
106,673309,13,iOS,economy,no surge,1,1,1,1,0,1,0.21141013106945936,21,high
107,276050,8,iOS,economy,surge,1,1,0,0,0,0,2.0759589469105624,23,high
108,811952,18,Android,comfort,no surge,1,1,1,1,0,1,1.7773375986543618,26,high
109,766079,0,iOS,comfort,surge,1,1,0,0,0,0,4.17703044605301,20,high
110,386602,0,Android,economy,no surge,1,1,1,0,1,0,7.156943668755726,22,low
111,611513,17,Android,economy,no surge,1,1,1,1,0,1,1.6700508195705248,36,high
112,523301,1,iOS,comfort,no surge,1,1,1,1,0,1,0.4916843987727407,37,high
113,900170,19,iOS,economy,no surge,1,1,1,1,0,1,1.5151262119424949,20,high
114,717728,6,Android,economy,surge,1,1,1,1,0,0,8.978046668807865,19,high
115,424162,15,iOS,comfort,no surge,1,1,1,1,0,0,4.042148011454291,21,high
116,692682,16,Android,business,no surge,1,1,1,1,0,1,9.64791104666498,18,low
117,429213,17,iOS,economy,no surge,1,1,1,1,0,1,1.7937467465260786,18,low
118,673312,7,iOS,comfort,no surge,1,1,1,1,0,0,2.661408567640388,18,low
119,656605,17,Android,economy,no surge,1,1,1,1,0,1,1.9363064069783964,39,high
120,488636,5,iOS,economy,no surge,1,1,1,1,0,1,2.8048321269001297,26,low
121,446807,15,Android,economy,no surge,1,1,1,0,1,0,1.7759494593411111,30,high
122,638047,5,iOS,comfort,no surge,1,1,1,1,0,1,7.382483434872483,37,high
123,368537,16,iOS,comfort,surge,1,1,1,1,0,1,10.556653037208797,23,low
124,158193,1,Android,comfort,no surge,1,1,1,1,0,1,4.959834268671722,24,medium
125,357508,13,iOS,comfort,no surge,1,1,1,1,0,1,8.100476368579342,18,low
126,662418,12,iOS,economy,no surge,1,1,1,1,0,0,2.099919422106011,19,high
127,492432,12,Android,comfort,no surge,1,1,1,0,1,0,3.081735500960973,38,low
128,622441,15,iOS,comfort,no surge,1,1,1,1,0,1,7.772758612328273,28,high
129,543136,1,iOS,comfort,no surge,1,1,1,1,0,1,2.7360143935086163,19,high
130,375150,21,Android,economy,no surge,1,1,1,1,0,1,2.2733455831931346,24,low
131,209626,9,Android,business,surge,1,1,0,0,0,1,9.35664639770399,43,low
132,582893,9,iOS,economy,surge,1,1,0,0,0,1,7.077186980502956,56,low
133,925242,18,Android,comfort,no surge,1,1,1,1,0,1,3.5043504042614564,20,high
134,273167,15,Android,economy,surge,1,1,0,0,0,1,1.5908293296628095,18,low
135,854615,11,Android,business,no surge,1,1,1,1,0,0,18.140618789865826,26,low
136,560485,9,Android,economy,surge,1,1,1,1,0,1,1.664833527202357,32,high
137,610879,23,Android,comfort,no surge,1,1,1,1,0,1,1.1560153517933272,22,low
138,408324,2,Android,economy,no surge,1,1,0,0,0,1,8.037239903342364,23,high
139,636853,10,Android,economy,no surge,1,1,1,0,1,0,9.653998377582766,23,high
140,787205,10,Android,business,surge,1,1,1,0,1,0,14.339269271317887,28,low
141,363226,5,Android,comfort,surge,1,1,1,1,0,0,2.2848280592799237,21,high
142,704549,22,iOS,comfort,no surge,1,1,1,1,0,1,6.861576125523388,30,low
143,379382,6,iOS,economy,,1,0,0,0,0,1,,19,low
144,677493,11,Android,comfort,surge,1,1,0,0,0,0,5.022933986847253,26,high
145,132662,19,Android,economy,surge,1,1,1,1,0,1,3.3469170284778382,26,high
146,956826,23,Android,comfort,,1,0,0,0,0,1,,18,low
147,122553,2,Android,comfort,surge,1,1,0,0,0,1,5.343358405655635,19,high
148,539368,8,iOS,comfort,no surge,1,1,0,0,0,0,2.409623871030255,29,high
149,431978,19,Android,comfort,surge,1,1,0,0,0,1,5.253302168985688,26,high
150,994957,20,iOS,economy,no surge,1,1,0,0,0,1,0.4768743189150573,18,low
151,628052,6,Android,business,,1,0,0,0,0,1,,25,low
152,329673,9,Android,economy,surge,1,1,1,1,0,1,1.2350048526485322,21,high
153,540906,9,iOS,economy,surge,1,1,1,1,0,0,2.3759985258116623,26,low
154,753462,6,iOS,comfort,no surge,1,1,1,1,0,1,3.822732935459209,25,low
155,892830,20,Android,comfort,surge,1,1,1,1,0,0,7.673897279436739,30,low
156,780741,17,Android,economy,no surge,1,1,1,1,0,0,7.1243745672273695,18,high
157,529640,10,iOS,economy,no surge,1,1,1,1,0,0,4.917894399066921,31,high
158,981468,23,iOS,economy,no surge,1,1,1,1,0,0,3.9523376834874098,18,low
159,629198,6,iOS,economy,surge,1,1,1,1,0,1,5.844356113980582,27,low
160,598506,17,Android,economy,no surge,1,1,1,1,0,1,13.041693430970492,20,medium
161,606062,20,iOS,economy,surge,1,1,0,0,0,1,4.4557268405463395,26,low
162,746495,17,iOS,comfort,,1,0,0,0,0,1,,27,low
163,733811,6,Android,comfort,no surge,1,1,1,1,0,1,4.659645729743776,30,high
164,882279,9,Android,economy,surge,1,1,1,0,1,0,6.0071288133312555,28,high
165,700952,19,Android,business,no surge,1,1,1,1,0,0,9.250780473863847,21,low
166,691144,13,iOS,comfort,no surge,1,1,1,1,0,0,2.3730702431111528,18,low
167,643330,17,Android,comfort,no surge,1,1,1,1,0,1,1.8507127058351085,27,low
168,440926,22,Android,business,no surge,1,1,1,1,0,1,20.45865300741209,18,low
169,336540,10,iOS,business,surge,1,1,1,1,0,1,12.316370111956699,20,low
170,512441,13,Android,comfort,no surge,1,1,1,0,1,0,3.3207056108879502,19,high
171,243110,22,iOS,comfort,surge,1,1,1,1,0,0,3.1845801517161463,24,high
172,772565,18,iOS,economy,no surge,1,1,1,1,0,1,1.047014699629614,28,low
173,966208,0,Android,economy,surge,1,1,0,0,0,1,1.798902560385195,27,high
174,447604,8,iOS,comfort,surge,1,1,1,0,1,1,3.595251952516715,26,low
175,812958,8,iOS,economy,surge,1,1,0,0,0,1,3.4892200249816816,25,low
176,503822,13,iOS,comfort,no surge,1,1,1,1,0,1,8.5333571413773,24,high
177,667325,18,iOS,business,,1,0,0,0,0,0,,19,high
178,305511,4,Android,business,no surge,1,1,1,1,0,1,6.599935500465876,42,high
179,795857,5,Android,comfort,no surge,1,1,1,1,0,0,4.926547544693379,18,low
180,580880,7,Android,comfort,,1,0,0,0,0,0,,24,low
181,627066,12,iOS,comfort,surge,1,1,1,1,0,1,5.41240939945964,34,low
182,663811,19,iOS,comfort,surge,1,1,0,0,0,0,5.709310318661815,25,low
183,287071,2,Android,comfort,,1,0,0,0,0,0,,20,high
184,578219,12,iOS,economy,no surge,1,1,1,1,0,1,3.1904996491862394,25,high
185,482613,7,Android,economy,,1,0,0,0,0,0,,19,low
186,503673,10,iOS,economy,no surge,1,1,1,1,0,1,3.194754789602285,28,high
187,156478,12,iOS,economy,no surge,1,1,1,1,0,0,3.3370284312955736,31,low
188,883396,7,iOS,comfort,surge,1,1,0,0,0,1,1.5251458004827434,18,low
189,485787,17,iOS,comfort,no surge,1,1,1,1,0,0,7.454108474034812,19,low
190,664560,3,Android,economy,no surge,1,1,1,1,0,0,0.7285624386167673,24,low
191,817699,20,Android,business,,1,0,0,0,0,0,,28,high
192,878917,2,Android,comfort,surge,1,1,1,1,0,0,0.9903311539846038,18,low
193,192059,6,Android,comfort,no surge,1,1,1,1,0,0,1.9979188721692789,22,low
194,192480,4,iOS,comfort,no surge,1,1,1,1,0,0,1.449053172815974,59,low
195,960254,11,iOS,economy,no surge,1,1,0,0,0,0,9.648010845300881,20,high
196,658325,0,iOS,business,no surge,1,1,1,1,0,1,23.446106509613728,19,high
197,843930,21,iOS,business,surge,1,1,1,1,0,1,28.772600076052605,21,low
198,238591,21,iOS,economy,surge,1,1,1,1,0,0,0.2526555263528248,19,low
199,319087,19,Android,economy,no surge,1,1,1,0,1,1,1.891286687966555,25,high
200,488389,3,iOS,economy,no surge,1,1,1,1,0,1,3.3828347596749753,21,low
201,258985,9,Android,economy,surge,1,1,1,1,0,1,7.4047297475137235,38,high
202,449290,4,Android,comfort,no surge,1,1,1,0,1,0,5.264962361855855,20,low
203,328923,4,iOS,comfort,surge,1,1,0,0,0,0,3.5050208957330065,20,low
204,666793,15,iOS,business,no surge,1,1,1,1,0,0,3.8509199523274638,36,low
205,675891,1,Android,economy,no surge,1,1,1,0,1,0,6.171933335342327,39,low
206,585982,1,iOS,economy,,1,0,0,0,0,1,,20,high
207,472540,9,Android,comfort,,1,0,0,0,0,0,,18,high
208,375312,20,iOS,economy,surge,1,1,1,0,1,1,2.0632090687083102,33,low
209,160421,12,Android,comfort,no surge,1,1,0,0,0,1,6.50096003219216,33,low
210,408316,12,Android,economy,no surge,1,1,1,1,0,1,3.678634310252471,34,low
211,158161,2,iOS,economy,no surge,1,1,1,1,0,1,1.5984640921554691,18,high
212,772879,18,Android,economy,surge,1,1,0,0,0,1,1.7273298137894633,37,low
213,437226,7,iOS,comfort,surge,1,1,1,1,0,1,3.7860570972097887,22,high
214,161715,7,Android,business,no surge,1,1,0,0,0,0,22.61826192339833,30,high
215,737670,13,Android,economy,no surge,1,1,1,1,0,0,1.7318582971934726,23,high
216,500739,18,Android,economy,no surge,1,1,1,1,0,0,5.788440151125838,32,low
217,167210,19,iOS,comfort,surge,1,1,1,1,0,1,1.5347059427356753,23,low
218,160702,17,Android,economy,no surge,1,1,1,1,0,0,6.144007906315782,21,high
219,173821,6,Android,comfort,no surge,1,1,0,0,0,0,1.2146116128347773,23,low
220,254615,7,Android,economy,surge,1,1,0,0,0,0,7.314886886053307,18,high
221,267892,17,Android,economy,,1,0,0,0,0,1,,18,low
222,699770,21,iOS,comfort,surge,1,1,0,0,0,1,2.9872347759192976,19,low
223,535425,20,iOS,comfort,no surge,1,1,1,1,0,0,5.954749457629787,22,high
224,518523,0,iOS,economy,no surge,1,1,1,1,0,1,4.423502119308793,20,low
225,743607,22,iOS,economy,no surge,1,1,1,1,0,0,7.306878628528653,56,high
226,688653,17,iOS,comfort,no surge,1,1,1,0,1,1,4.451664043486764,20,low
227,854854,17,Android,economy,no surge,1,1,1,1,0,1,0.9692368482850564,45,low
228,562177,9,iOS,economy,surge,1,1,1,1,0,0,0.5175505445332264,32,low
229,846429,0,Android,economy,no surge,1,1,1,0,1,0,7.3021239429297,22,high
230,814591,5,Android,comfort,no surge,1,1,1,0,1,1,11.159386371812898,40,high
231,784429,7,Android,economy,surge,1,1,1,0,1,1,1.7964628519059451,29,high
232,567746,20,Android,comfort,no surge,1,1,0,0,0,1,3.588552791341973,18,low
233,124562,16,Android,comfort,surge,1,1,0,0,0,1,5.742822763379094,21,low
234,354190,20,iOS,business,surge,1,1,1,1,0,1,14.778032760864875,30,low
235,944093,9,Android,economy,surge,1,1,0,0,0,1,9.403525979204456,27,high
236,167831,2,iOS,comfort,no surge,1,1,1,1,0,0,2.4056878528614236,32,high
237,389561,13,iOS,comfort,no surge,1,1,1,0,1,0,1.5514957372626048,25,high
238,870947,6,Android,comfort,no surge,1,1,1,0,1,0,3.616692944230509,20,high
239,562043,15,Android,economy,surge,1,1,1,0,1,0,4.446869592275549,23,low
240,620438,8,Android,economy,surge,1,1,1,0,1,0,3.7946140798163013,31,low
241,998466,18,iOS,economy,surge,1,1,1,1,0,1,2.04678142269586,37,low
242,144024,12,iOS,business,no surge,1,1,0,0,0,0,14.788177549760178,21,low
243,334829,11,Android,comfort,no surge,1,1,1,0,1,0,4.4564778357492205,40,low
244,853989,6,Android,comfort,no surge,1,1,1,1,0,1,4.446219399036818,36,high
245,785692,13,Android,comfort,surge,1,1,1,1,0,1,3.2112516000598905,22,high
246,277659,14,Android,comfort,no surge,1,1,1,1,0,1,6.396531074477997,23,high
247,722951,23,iOS,economy,no surge,1,1,1,1,0,0,0.9915295570341426,26,low
248,259545,12,Android,business,no surge,1,1,1,1,0,0,8.927867978176726,19,high
249,956233,0,Android,comfort,no surge,1,1,1,1,0,0,9.52956395064852,31,high
250,560410,10,iOS,comfort,no surge,1,1,1,1,0,1,4.767813096643311,22,low
251,909848,1,iOS,comfort,no surge,1,1,0,0,0,1,1.2187107201249894,26,low
252,489310,7,iOS,economy,no surge,1,1,1,0,1,0,4.556684670349961,21,high
253,143908,23,iOS,comfort,no surge,1,1,1,1,0,0,4.036591732383872,21,high
254,347970,21,Android,business,surge,1,1,1,1,0,1,11.734203144004509,34,low
255,443796,17,iOS,economy,surge,1,1,1,1,0,0,4.777314597406288,26,low
256,700637,18,Android,comfort,no surge,1,1,1,0,1,1,14.965868530421494,18,high
257,631934,5,Android,comfort,surge,1,1,1,1,0,0,1.1191925759503074,22,low
258,242625,18,iOS,economy,no surge,1,1,0,0,0,1,4.268844617324812,19,high
259,791180,17,Android,business,surge,1,1,0,0,0,1,6.753271149128578,23,low
260,872755,5,Android,comfort,no surge,1,1,1,1,0,0,4.441164225927376,18,low
261,992241,14,Android,comfort,no surge,1,1,1,1,0,1,7.005824116644185,27,low
262,275996,15,iOS,economy,no surge,1,1,1,1,0,1,4.006396714693199,19,low
263,719691,19,Android,economy,surge,1,1,0,0,0,1,3.2182679223837702,24,low
264,318860,22,Android,comfort,no surge,1,1,1,1,0,1,2.474408683114133,22,high
265,531866,11,Android,business,no surge,1,1,1,1,0,1,24.830473608309717,24,low
266,310165,10,iOS,economy,surge,1,1,0,0,0,1,8.690965184916191,18,high
267,296382,1,Android,business,surge,1,1,0,0,0,1,6.624860896713122,19,high
268,222666,4,iOS,economy,no surge,1,1,1,1,0,1,2.425658376450554,18,low
269,314143,12,iOS,business,no surge,1,1,1,1,0,1,8.76850162918569,24,low
270,413827,17,Android,comfort,no surge,1,1,1,1,0,1,3.028005215118525,22,high
271,213047,2,iOS,business,no surge,1,1,1,1,0,1,6.69474566027008,23,low
272,512975,23,Android,economy,no surge,1,1,1,1,0,0,5.3665633875696575,31,medium
273,779806,20,Android,comfort,,1,0,0,0,0,1,,20,low
274,982809,1,iOS,economy,no surge,1,1,0,0,0,1,8.870257714494059,27,high
275,150214,8,Android,economy,,1,0,0,0,0,1,,32,high
276,137230,19,Android,economy,no surge,1,1,0,0,0,1,5.741238323242782,25,high
277,693527,8,iOS,economy,surge,1,1,0,0,0,1,4.769809873756137,24,low
278,657594,23,iOS,economy,no surge,1,1,1,1,0,0,4.139320209157003,23,high
279,556485,11,iOS,economy,no surge,1,1,1,0,1,1,3.4810823222720773,31,low
280,429275,13,iOS,economy,,1,0,0,0,0,0,,34,low
281,682901,6,iOS,business,no surge,1,1,0,0,0,0,14.214461500935855,27,high
282,957826,7,Android,comfort,surge,1,1,1,1,0,1,6.186696959743871,21,high
283,717550,23,Android,comfort,no surge,1,1,1,1,0,1,4.189839121381028,18,low
284,373946,14,Android,comfort,no surge,1,1,1,1,0,1,1.4511518814944742,21,high
285,917677,16,iOS,business,no surge,1,1,1,1,0,1,7.3489366119279484,53,low
286,100643,4,Android,comfort,no surge,1,1,1,1,0,1,2.1358197590324832,19,high
287,399670,17,Android,economy,,1,0,0,0,0,0,,36,low
288,288009,9,iOS,economy,surge,1,1,1,0,1,0,2.3883471868463655,20,high
289,157767,16,iOS,comfort,no surge,1,1,1,1,0,0,1.6730894312243292,20,low
290,774690,11,iOS,comfort,surge,1,1,1,1,0,1,4.788035902640618,21,high
291,730428,19,Android,economy,no surge,1,1,1,1,0,0,3.7514466309683288,25,high
292,272866,15,Android,comfort,,1,0,0,0,0,0,,50,high
293,439763,15,iOS,business,,1,0,0,0,0,1,,24,high
294,937060,4,iOS,economy,no surge,1,1,0,0,0,0,1.3850460778812017,28,low
295,149795,4,Android,comfort,no surge,1,1,0,0,0,0,11.344783365589745,19,low
296,323544,15,Android,comfort,no surge,1,1,1,1,0,1,6.650940487660238,28,low
297,128940,14,Android,comfort,no surge,1,1,1,1,0,1,4.273593757241857,26,low
298,746627,10,Android,comfort,no surge,1,1,0,0,0,1,4.721137701811106,33,high
299,208194,22,iOS,economy,no surge,1,1,0,0,0,1,3.0309160326548885,23,low
300,415926,9,Android,business,surge,1,1,1,1,0,1,9.116194732798348,38,low
301,409804,4,Android,economy,,1,0,0,0,0,0,,18,high
302,362983,2,Android,comfort,no surge,1,1,1,1,0,0,3.9926062694594537,28,low
303,130895,12,Android,comfort,no surge,1,1,1,1,0,1,13.561390141772838,19,high
304,717310,13,iOS,comfort,no surge,1,1,1,1,0,0,0.8114628228868637,18,medium
305,541858,5,Android,comfort,no surge,1,1,1,0,1,1,7.786396912680128,33,high
306,376141,2,Android,economy,surge,1,1,1,0,1,0,2.9281660873762063,32,low
307,668107,22,Android,economy,no surge,1,1,1,0,1,0,11.666462160370056,21,high
308,407539,14,Android,economy,surge,1,1,1,0,1,1,1.6723281338589615,20,high
309,183282,15,iOS,comfort,surge,1,1,1,1,0,0,9.11848050540678,23,high
310,153330,23,iOS,comfort,no surge,1,1,1,0,1,1,4.865527238903528,32,high
311,640278,20,Android,economy,surge,1,1,0,0,0,1,3.2318471150572066,26,high
312,213841,0,Android,comfort,no surge,1,1,0,0,0,1,5.861358750996324,18,high
313,464934,9,Android,comfort,surge,1,1,1,1,0,1,3.6591855442737855,21,low
314,458094,11,Android,economy,no surge,1,1,1,1,0,1,4.053801341797085,47,low
315,602483,5,iOS,economy,no surge,1,1,1,1,0,1,4.313856969174381,27,high
316,775973,16,Android,economy,,1,0,0,0,0,1,,24,low
317,194649,7,iOS,business,no surge,1,1,1,1,0,1,11.904150291324607,20,high
318,506243,4,iOS,comfort,no surge,1,1,1,1,0,1,5.963006306945545,19,low
319,472915,9,iOS,comfort,no surge,1,1,1,1,0,0,7.179948362230703,40,high
320,730434,12,Android,comfort,no surge,1,1,1,1,0,1,4.973212560958494,40,high
321,482610,9,iOS,economy,surge,1,1,1,1,0,1,2.721903329513777,27,high
322,814418,5,iOS,comfort,no surge,1,1,1,1,0,1,6.432430460493518,19,low
323,691158,23,iOS,business,no surge,1,1,1,1,0,1,9.263767218474486,19,low
324,811490,0,iOS,economy,no surge,1,1,1,1,0,1,1.8040811566797992,26,low
325,148346,14,iOS,economy,no surge,1,1,1,1,0,1,1.1716035137227414,22,high
326,108173,12,Android,economy,no surge,1,1,1,0,1,0,2.769937840031811,19,low
327,248340,1,iOS,economy,no surge,1,1,1,1,0,0,5.2553249774097255,23,low
328,579239,1,iOS,comfort,no surge,1,1,1,1,0,1,9.570448411197383,27,medium
329,192728,3,iOS,economy,no surge,1,1,0,0,0,0,0.863513297878628,45,low
330,705375,17,Android,economy,no surge,1,1,1,1,0,0,0.9595762720660492,20,low
331,709285,8,Android,comfort,surge,1,1,1,1,0,0,2.6346912366138633,18,high
332,716011,11,iOS,comfort,surge,1,1,1,1,0,1,4.3254473909770015,23,low
333,272026,16,Android,business,no surge,1,1,1,1,0,1,7.754499145782122,27,low
334,878217,5,Android,comfort,surge,1,1,1,1,0,1,4.621495016162302,21,low
335,885086,15,Android,comfort,no surge,1,1,1,1,0,0,4.028107604342121,23,high
336,257963,22,iOS,economy,,1,0,0,0,0,0,,20,medium
337,621991,20,Android,comfort,surge,1,1,1,1,0,0,7.319274117722838,27,low
